"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 30 15:53:56 CST 2022","Fri Sep 30 15:53:57 CST 2022","1436","test_bussiness_flow_dir","test_get_weather_info","","","","test_add_to_product_audit_process",""
